Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
25481673;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;702412.0;Ctinìveská;è.p.;1141;;;19016;727162.85;1046565.6;2017-06-24T00:00:00
25489615;554782;Praha;539899;Praha-Zlièín;51;Praha 5;193259;Sobín;722600.0;Lubnická;è.p.;121;5.0;;15521;754626.9;1043738.86;2017-06-24T00:00:00
25489691;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;714666.0;Køemenná;è.p.;1131;3.0;;10400;731236.09;1050184.04;2017-06-24T00:00:00
25489780;554782;Praha;539007;Praha-Vinoø;94;Praha 9;182371;Vinoø;714640.0;Mechová;è.p.;664;;;19017;729998.05;1037869.33;2017-06-24T00:00:00
25489950;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;706795.0;Irvingova;è.p.;689;1.0;;19800;731548.03;1042609.73;2013-12-10T00:00:00
25514261;554782;Praha;547310;Praha-Èakovice;94;Praha 9;131555;Miškovice;705063.0;U vrbièek;è.p.;208;2.0;;19600;733383.11;1036412.38;2017-06-23T00:00:00
25514369;554782;Praha;547174;Praha 17;60;Praha 6;400483;Øepy;508888.0;Na Fialce II;è.p.;1613;72.0;;16300;750403.7;1043929.06;2017-06-28T00:00:00
25514903;554782;Praha;547298;Praha-Ïáblice;86;Praha 8;400670;Ïáblice;702382.0;K Letòanùm;è.p.;816;2.0;;18200;737481.79;1037443.85;2017-06-29T00:00:00
25514989;554782;Praha;538205;Praha-Dubeè;108;Praha 10;33332;Dubeè;702455.0;Zapskıch;è.p.;625;;;10700;731653.9;1047607.03;2021-05-03T00:00:00
25515209;554782;Praha;538400;Praha-Køeslice;108;Praha 10;76074;Køeslice;661775.0;Ke stráni;è.p.;134;6.0;;10400;733965.74;1051691.15;2017-06-23T00:00:00
25543849;554782;Praha;547298;Praha-Ïáblice;86;Praha 8;400670;Ïáblice;682934.0;Libìchovská;è.p.;820;6.0;;18200;738398.46;1037332.57;2017-06-29T00:00:00
25543881;554782;Praha;547301;Praha-Dolní Chabry;86;Praha 8;400661;Dolní Chabry;706639.0;Libochovická;è.p.;895;6.0;;18400;740731.69;1036643.18;2022-01-25T00:00:00
25544071;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68594;Kolovraty;714682.0;Ke zvonièce;è.p.;647;3.0;;10300;729577.02;1053150.79;2013-12-10T00:00:00
25544390;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;714585.0;Ke Kalvárii;è.p.;1302;4.0;;15500;749657.83;1044996.87;2020-03-13T00:00:00
25559575;554782;Praha;538078;Praha-Benice;108;Praha 10;2585;Benice;709484.0;U Císaøské cesty;è.p.;153;;;10300;730999.85;1052781.41;2017-06-22T00:00:00
25559885;554782;Praha;547310;Praha-Èakovice;94;Praha 9;131555;Miškovice;705004.0;U strouhy;è.p.;215;14.0;;19600;733530.45;1036481.76;2017-06-23T00:00:00
25560115;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;711764.0;Merkurova;è.p.;1140;1.0;;10400;730413.63;1051446.09;2017-06-24T00:00:00
25560174;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;711772.0;Venušina;è.p.;1151;7.0;;10400;730385.79;1051535.3;2017-06-24T00:00:00
25560310;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;714615.0;Donínská;è.p.;1772;;;19016;726991.18;1046510.89;2017-06-24T00:00:00
25560395;554782;Praha;547361;Praha 14;94;Praha 9;400785;Kyje;508471.0;Luní;è.ev.;353;;;19800;732814.34;1041053.29;2017-06-29T00:00:00
25583336;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;716031.0;Koštíøova;è.p.;2285;2.0;;14800;738862.09;1049363.07;2017-06-27T00:00:00
25583531;554782;Praha;538353;Praha-Kolodìje;94;Praha 9;68501;Kolodìje;698865.0;Panská zahrada;è.p.;348;9.0;;19016;727775.69;1048193.54;2017-06-23T00:00:00
25583549;554782;Praha;538353;Praha-Kolodìje;94;Praha 9;68501;Kolodìje;714593.0;Panenky;è.p.;350;18.0;;19016;727880.2;1047413.47;2017-06-23T00:00:00
25583697;554782;Praha;500119;Praha 4;43;Praha 4;490130;Michle;716065.0;Duhová;è.p.;1444;2.0;;14000;741211.96;1047521.03;2017-06-30T00:00:00
25583794;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;503550.0;Pod hranicí;è.p.;1304;17.0;;15800;749411.07;1046076.07;2017-06-22T00:00:00
25593315;554782;Praha;539678;Praha-Slivenec;51;Praha 5;150592;Slivenec;745898.0;U Habeše;è.p.;760;9.0;;15400;749103.49;1050947.92;2017-06-24T00:00:00
25593498;554782;Praha;500224;Praha 10;108;Praha 10;490130;Michle;672661.0;Pod Bohdalcem II;è.ev.;160;;;10100;739680.3;1046212.92;2017-06-30T00:00:00
25602691;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;492752.0;Veletovská;è.p.;1324;;;19016;724705.23;1046720.23;2017-06-24T00:00:00
25602721;554782;Praha;500097;Praha 3;35;Praha 3;490261;ikov;459917.0;Na Viktorce;è.p.;2824;14.0;;13000;738488.36;1043698.93;2018-02-12T00:00:00
25606271;554782;Praha;547344;Praha 19;94;Praha 9;400777;Kbely;827410.0;Polaneckého;è.p.;931;12.0;;19700;733957.88;1039260.25;2017-06-14T00:00:00
25606298;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68594;Kolovraty;714704.0;Na jílech;è.p.;652;13.0;;10300;729537.31;1053795.37;2017-06-23T00:00:00
25642782;554782;Praha;547379;Praha-Dolní Mìcholupy;108;Praha 10;490041;Dolní Mìcholupy;714739.0;Na louce;è.p.;437;1.0;;11101;733400.03;1048001.37;2018-04-04T00:00:00
25643070;554782;Praha;539791;Praha-Újezd;43;Praha 4;173991;Újezd u Prùhonic;714534.0;Studánková;è.p.;456;;;14900;736893.4;1051379.19;2017-06-24T00:00:00
25643088;554782;Praha;539791;Praha-Újezd;43;Praha 4;173991;Újezd u Prùhonic;706761.0;Na cípu;è.p.;457;;;14900;736324.02;1051720.04;2017-06-24T00:00:00
25643207;554782;Praha;500119;Praha 4;43;Praha 4;490130;Michle;717592.0;eletavská;è.p.;1447;5.0;;14000;741028.74;1047595.18;2017-07-04T00:00:00
25645188;554782;Praha;500143;Praha 5;51;Praha 5;400335;Motol;714542.0;Jeøabinová;è.p.;294;9.0;;15000;747434.8;1043807.86;2017-06-27T00:00:00
25650955;554782;Praha;539864;Praha-Zbraslav;51;Praha 5;400343;Zbraslav;722570.0;Pod Beránkem;è.p.;1418;;;15600;747476.38;1057209.35;2017-06-27T00:00:00
25650971;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;716901.0;Ráova;è.p.;453;20.0;;19015;730996.06;1040331.48;2017-06-23T00:00:00
25653814;554782;Praha;547310;Praha-Èakovice;94;Praha 9;131555;Miškovice;705080.0;Koláøe Kaliny;è.p.;239;5.0;;19600;733522.82;1036507.8;2017-06-23T00:00:00
25653822;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;661805.0;Valšovská;è.p.;1235;2.0;;10400;730976.4;1051796.5;2017-06-24T00:00:00
25660268;554782;Praha;547174;Praha 17;60;Praha 6;400483;Øepy;716073.0;Pod Martinem;è.p.;1646;2.0;;16300;751676.26;1043517.8;2017-06-28T00:00:00
25663321;554782;Praha;500216;Praha 9;94;Praha 9;490245;Vysoèany;719773.0;Nepilova;è.p.;903;1.0;;19000;737158.55;1041164.73;2017-06-22T00:00:00
25668269;554782;Praha;538353;Praha-Kolodìje;94;Praha 9;68501;Kolodìje;698857.0;Panskı dvùr;è.p.;325;14.0;;19016;727899.24;1048191.47;2017-06-23T00:00:00
25668277;554782;Praha;538353;Praha-Kolodìje;94;Praha 9;68501;Kolodìje;698849.0;U Floriána;è.p.;326;6.0;;19016;727875.59;1048219.53;2017-06-23T00:00:00
25668439;554782;Praha;539449;Praha-Lipence;51;Praha 5;83976;Lipence;724084.0;Váchalova;è.p.;581;;;15531;749147.21;1056979.29;2017-06-23T00:00:00
25670930;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;711781.0;Jupiterova;è.p.;1195;28.0;;10400;730273.92;1051603.84;2017-06-24T00:00:00
25671006;554782;Praha;547409;Praha-Štìrboholy;108;Praha 10;400921;Štìrboholy;714658.0;Nákupní;è.p.;390;4.0;;10200;734291.55;1045815.1;2023-04-18T00:00:00
25671791;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;716928.0;Vlasty Buriana;è.p.;499;2.0;;19015;730934.79;1040311.4;2017-06-23T00:00:00
25671944;554782;Praha;539899;Praha-Zlièín;51;Praha 5;490211;Tøebonice;508250.0;Øevnická;è.p.;121;1.0;;15521;752719.18;1045361.67;2019-11-13T00:00:00
25685180;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;661813.0;Jana Srba;è.p.;1241;2.0;;10400;731048.34;1051930.61;2017-06-24T00:00:00
25699229;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68608;Lipany;724131.0;K nádri;è.p.;41;;;10300;730409.29;1054457.51;2017-06-23T00:00:00
25699318;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;722693.0;Roèovská;è.p.;1794;;;19016;726805.09;1046913.52;2017-06-24T00:00:00
25702203;554782;Praha;539899;Praha-Zlièín;51;Praha 5;490211;Tøebonice;508233.0;Do zahrádek I;è.p.;157;5.0;;15521;752436.26;1045192.81;2019-11-13T00:00:00
25702211;554782;Praha;500216;Praha 9;94;Praha 9;490245;Vysoèany;3519384.0;Trakèní;è.p.;905;4.0;;19000;736151.8;1041259.99;2024-07-24T00:00:00
25702351;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;508535.0;U Kunratického lesa;è.p.;1384;15.0;;14800;739049.32;1050662.41;2017-06-27T00:00:00
25702394;554782;Praha;539694;Praha 13;51;Praha 5;490211;Tøebonice;709450.0;Praskı okruh;è.ev.;302;;;15500;753960.97;1047233.15;2017-06-22T00:00:00
25703951;554782;Praha;539449;Praha-Lipence;51;Praha 5;83976;Lipence;714569.0;Pod Leèí;è.p.;585;;;15531;748956.63;1056854.7;2017-06-23T00:00:00
25703978;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;714623.0;Romitálská;è.p.;1797;;;19016;726997.37;1046747.79;2017-06-24T00:00:00
25704206;554782;Praha;547387;Praha 15;108;Praha 10;400904;Horní Mìcholupy;716847.0;Hákova;è.p.;540;3.0;;10900;734430.48;1048903.06;2017-06-29T00:00:00
25704265;554782;Praha;547387;Praha 15;108;Praha 10;400904;Horní Mìcholupy;716821.0;Sudkova;è.p.;552;1.0;;10900;734381.96;1048821.23;2017-06-29T00:00:00
25713884;554782;Praha;547387;Praha 15;108;Praha 10;400904;Horní Mìcholupy;716839.0;Drtikolova;è.p.;513;26.0;;10900;734475.52;1048874.92;2017-06-29T00:00:00
25714015;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;721719.0;V parku;è.p.;2294;2.0;;14800;738560.22;1050136.62;2017-06-27T00:00:00
25716484;554782;Praha;547158;Praha-Nebušice;60;Praha 6;400513;Nebušice;741680.0;U vinice;è.p.;666;;;16400;748474.36;1039305.77;2017-06-28T00:00:00
25725165;554782;Praha;500208;Praha 8;86;Praha 8;490199;Støíkov;724092.0;Jitravská;è.p.;562;10.0;;19000;737999.57;1039782.47;2017-07-07T00:00:00
25730223;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;711799.0;Saturnova;è.p.;1201;9.0;;10400;730333.46;1051689.72;2017-06-24T00:00:00
25730321;554782;Praha;500208;Praha 8;86;Praha 8;490202;Troja;683957.0;Taøicová;è.p.;745;3.0;;18100;741625.63;1038895.09;2017-07-07T00:00:00
25733001;554782;Praha;539449;Praha-Lipence;51;Praha 5;83976;Lipence;724076.0;Boudova;è.p.;590;;;15531;749091.17;1057007.31;2017-06-23T00:00:00
25733150;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68594;Kolovraty;714712.0;Mladotova;è.p.;663;2.0;;10300;729078.84;1053435.89;2017-06-23T00:00:00
25739964;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;716910.0;Nového;è.p.;481;2.0;;19015;730990.46;1040302.2;2017-06-23T00:00:00
25742370;554782;Praha;500097;Praha 3;35;Praha 3;490261;ikov;487937.0;Siwiecova;è.p.;2428;2.0;;13000;741298.79;1043650.44;2017-06-22T00:00:00
25742507;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;722588.0;Jaroslava Foglara;è.p.;1328;3.0;;15500;749934.66;1047464.53;2017-07-07T00:00:00
25742582;554782;Praha;500178;Praha 6;60;Praha 6;400441;Vokovice;703508.0;Tibetská;è.p.;806;2.0;;16000;747307.91;1041169.13;2017-06-14T00:00:00
25745590;554782;Praha;539899;Praha-Zlièín;51;Praha 5;193259;Sobín;728870.0;Petrovská;è.p.;127;1.0;;15521;754374.51;1043804.11;2017-06-24T00:00:00
25753771;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;716880.0;Daimlerova;è.p.;2296;2.0;;14900;738329.19;1049154.71;2017-06-14T00:00:00
25755285;554782;Praha;538931;Praha 22;108;Praha 10;173398;Hájek u Uhøínìvsi;832821.0;Pod oborou;è.p.;88;;;10400;728373.14;1048749.63;2017-06-14T00:00:00
25758349;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68594;Kolovraty;714674.0;Na pøedevsi;è.p.;680;14.0;;10300;729799.54;1053227.45;2017-06-23T00:00:00
25763105;554782;Praha;538931;Praha 22;108;Praha 10;490164;Pitkovice;722707.0;Klouzková;è.p.;82;;;10400;732355.84;1051905.64;2017-07-04T00:00:00
25769707;554782;Praha;547417;Praha 18;94;Praha 9;400807;Letòany;724408.0;Chotìšovská;è.p.;677;6.0;;19000;736460.17;1039268.82;2017-06-29T00:00:00
25769847;554782;Praha;538400;Praha-Køeslice;108;Praha 10;76074;Køeslice;719781.0;Mátová;è.p.;156;48.0;;10400;734027.0;1051888.64;2017-06-23T00:00:00
25771736;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;497461.0;V bainách;è.p.;838;;;14900;737689.82;1053233.76;2017-06-24T00:00:00
25771744;554782;Praha;500224;Praha 10;108;Praha 10;490253;Zábìhlice;728772.0;Milínská;è.p.;3219;38.0;;10600;737843.9;1048369.55;2017-07-10T00:00:00
25771752;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;722651.0;Dany Medøické;è.p.;593;2.0;;19015;730916.01;1040206.23;2017-06-23T00:00:00
25772015;554782;Praha;500208;Praha 8;86;Praha 8;400637;Karlín;722626.0;Karolinská;è.p.;650;1.0;;18600;741093.67;1042484.89;2017-06-14T00:00:00
25772023;554782;Praha;500178;Praha 6;60;Praha 6;490032;Bøevnov;455172.0;Ankarská;è.p.;2380;20.0;;16200;747888.8;1042368.98;2017-06-29T00:00:00
25781677;554782;Praha;547417;Praha 18;94;Praha 9;400807;Letòany;724386.0;Terezínská;è.p.;678;5.0;;19000;736413.56;1039343.35;2017-06-14T00:00:00
25781715;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;695670.0;Merhoutova;è.p.;1386;1.0;;14800;740617.96;1050830.2;2017-06-27T00:00:00
25783076;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;722677.0;Menšíkova;è.p.;575;1.0;;19015;730839.29;1040366.62;2017-06-23T00:00:00
25787721;554782;Praha;547417;Praha 18;94;Praha 9;400807;Letòany;724394.0;Kostomlatská;è.p.;682;8.0;;19000;736555.75;1039252.36;2017-06-29T00:00:00
25787756;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;725706.0;Na Kaplièce;è.p.;304;;;14900;737193.3;1052361.09;2017-06-24T00:00:00
25787772;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;702293.0;Obrataòská;è.p.;1396;6.0;;14800;740661.52;1051756.23;2017-06-14T00:00:00
25788825;554782;Praha;500178;Praha 6;60;Praha 6;490024;Bubeneè;459178.0;Na seníku;è.p.;49;6.0;;16000;743405.44;1041242.63;2017-06-14T00:00:00
25791478;554782;Praha;500178;Praha 6;60;Praha 6;490032;Bøevnov;716812.0;Zátopkova;è.p.;100;2.0;;16900;745446.62;1043446.0;2017-08-14T00:00:00
25800833;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;722642.0;Filipovského;è.p.;559;1.0;;19015;730825.2;1040344.62;2017-06-23T00:00:00
25800965;554782;Praha;539601;Praha 16;51;Praha 5;306169;Radotín;725714.0;Josefa Koèího;è.p.;1542;2.0;;15300;748415.93;1053814.85;2017-06-24T00:00:00
25804006;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728829.0;Engelova;è.p.;840;;;14900;737108.61;1053842.63;2017-06-24T00:00:00
25804014;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728811.0;Chocholova;è.p.;841;;;14900;737170.38;1053846.5;2017-06-24T00:00:00
25804022;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728837.0;Roithova;è.p.;842;;;14900;737027.18;1053804.75;2017-06-24T00:00:00
25807439;554782;Praha;500178;Praha 6;60;Praha 6;400459;Dejvice;484679.0;Kanadská;è.p.;1633;3.0;;16000;745650.48;1041398.49;2017-06-28T00:00:00
25821105;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728781.0;Goèárova;è.p.;844;;;14900;737200.57;1053912.9;2017-06-24T00:00:00
25821270;554782;Praha;547301;Praha-Dolní Chabry;86;Praha 8;400661;Dolní Chabry;722634.0;U jízdárny;è.p.;956;13.0;;18400;739950.63;1036299.52;2018-04-10T00:00:00
25825836;554782;Praha;538949;Praha 21;94;Praha 9;173771;Újezd nad Lesy;727148.0;Podluanská;è.p.;1831;;;19016;726696.83;1045880.62;2019-11-14T00:00:00
25829645;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;508021.0;Arnošta Valenty;è.p.;668;35.0;;19800;731545.15;1042871.23;2017-06-29T00:00:00
25829670;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;724106.0;Hlaïova;è.p.;671;2.0;;19800;731599.74;1042887.25;2017-06-29T00:00:00
25838580;554782;Praha;539899;Praha-Zlièín;51;Praha 5;490211;Tøebonice;692107.0;U Zlièína;è.p.;158;3.0;;15521;752836.95;1045290.3;2019-11-13T00:00:00
25841459;554782;Praha;500178;Praha 6;60;Praha 6;400394;Ruzynì;727130.0;Jana Kašpara;è.p.;1069;1.0;;16100;753002.57;1039506.36;2017-06-28T00:00:00
25841742;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;722685.0;Voskova;è.p.;570;2.0;;19015;730850.76;1040325.8;2017-06-23T00:00:00
25846337;554782;Praha;538361;Praha-Kolovraty;108;Praha 10;68594;Kolovraty;714691.0;Bazalková;è.p.;707;10.0;;10300;729244.28;1052881.92;2017-06-23T00:00:00
25846418;554782;Praha;500224;Praha 10;108;Praha 10;490181;Strašnice;702421.0;Názovská;è.p.;3255;14.0;;10000;738272.69;1044635.73;2019-07-31T00:00:00
25852051;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;791121.0;Vlasty Hilské;è.p.;309;;;14900;737389.09;1051760.6;2020-10-26T00:00:00
25855166;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;725684.0;Nad Jordánkem;è.p.;310;;;14900;737203.36;1052483.76;2017-06-24T00:00:00
25910892;554782;Praha;538736;Praha-Satalice;94;Praha 9;146137;Satalice;722669.0;Kemrova;è.p.;531;14.0;;19015;730762.23;1040340.97;2017-06-24T00:00:00
25911023;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;741663.0;Paøízkova;è.p.;1644;3.0;;15500;749782.39;1047795.42;2017-07-04T00:00:00
25930214;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;727121.0;U javoru;è.p.;1408;23.0;;14800;739090.03;1052697.93;2017-06-27T00:00:00
25930672;554782;Praha;539791;Praha-Újezd;43;Praha 4;173991;Újezd u Prùhonic;724068.0;Kateøinské námìstí;è.p.;465;1.0;;14900;736714.75;1051555.82;2017-06-24T00:00:00
25930681;554782;Praha;539791;Praha-Újezd;43;Praha 4;173991;Újezd u Prùhonic;724041.0;Remízková;è.p.;465;1.0;;14900;736722.81;1051556.76;2017-06-24T00:00:00
25930729;554782;Praha;539791;Praha-Újezd;43;Praha 4;173991;Újezd u Prùhonic;724025.0;Pastevcù;è.p.;468;19.0;;14900;736727.82;1051469.62;2017-06-24T00:00:00
25934392;554782;Praha;547361;Praha 14;94;Praha 9;400742;Èernı Most;503100.0;Ocelkova;è.p.;676;30.0;;19800;731646.37;1042782.05;2017-06-29T00:00:00
25942433;554782;Praha;500143;Praha 5;51;Praha 5;400319;Košíøe;730718.0;Štochlova;è.p.;1245;3.0;;15000;746171.66;1045139.75;2017-06-27T00:00:00
25942514;554782;Praha;538400;Praha-Køeslice;108;Praha 10;76074;Køeslice;728918.0;Lékoøicová;è.p.;174;10.0;;10400;734001.35;1051142.93;2017-06-23T00:00:00
25942905;554782;Praha;500224;Praha 10;108;Praha 10;490237;Vršovice;725749.0;K topírnì;è.p.;1521;1.0;;10100;740410.92;1046392.91;2013-12-10T00:00:00
25942964;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;730726.0;Voleníkova;è.p.;1368;28.0;;15500;750574.92;1045887.36;2017-07-04T00:00:00
25943120;554782;Praha;547298;Praha-Ïáblice;86;Praha 8;400670;Ïáblice;730769.0;Humenecká;è.p.;848;35.0;;18200;738455.09;1037150.02;2017-06-29T00:00:00
25943154;554782;Praha;547298;Praha-Ïáblice;86;Praha 8;400670;Ïáblice;730777.0;Draetická;è.p.;855;5.0;;18200;738454.95;1037090.23;2017-06-29T00:00:00
25948873;554782;Praha;547298;Praha-Ïáblice;86;Praha 8;400670;Ïáblice;730785.0;upanovická;è.p.;899;12.0;;18200;738296.31;1037105.68;2017-06-29T00:00:00
25948938;554782;Praha;500208;Praha 8;86;Praha 8;490105;Libeò;733211.0;Lhotákova;è.p.;2296;3.0;;18200;738566.43;1039584.86;2017-06-30T00:00:00
25948989;554782;Praha;500208;Praha 8;86;Praha 8;490105;Libeò;733229.0;Rakousova;è.p.;2301;2.0;;18200;738467.91;1039595.28;2017-06-30T00:00:00
25949071;554782;Praha;547158;Praha-Nebušice;60;Praha 6;400513;Nebušice;725722.0;K Hlásku;è.p.;682;;;16400;748647.77;1039284.26;2017-06-28T00:00:00
25951432;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;734039.0;Divišovská;è.p.;2307;12.0;;14900;737665.15;1048718.34;2017-06-14T00:00:00
25951467;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;734047.0;Šternovská;è.p.;2304;4.0;;14900;737769.25;1048678.96;2017-06-27T00:00:00
25951599;554782;Praha;500208;Praha 8;86;Praha 8;490105;Libeò;733202.0;Nad Okrouhlíkem;è.p.;2294;11.0;;18200;739043.05;1039679.82;2020-03-09T00:00:00
25958747;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;694525.0;Pod javory;è.p.;1414;36.0;;14800;739270.04;1052678.16;2017-06-27T00:00:00
25958810;554782;Praha;547115;Praha-Velká Chuchle;51;Praha 5;400360;Velká Chuchle;862533.0;Nikodémova;è.p.;451;5.0;;15900;747367.14;1052127.78;2017-06-28T00:00:00
25958861;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728802.0;Hypšmanova;è.p.;874;;;14900;737078.11;1053713.11;2017-06-24T00:00:00
25962248;554782;Praha;538400;Praha-Køeslice;108;Praha 10;76074;Køeslice;728900.0;Diviznová;è.p.;191;4.0;;10400;734115.3;1051169.56;2017-06-23T00:00:00
25965913;554782;Praha;500143;Praha 5;51;Praha 5;490091;Jinonice;733156.0;Schwarzenberská;è.p.;700;1.0;;15800;748053.8;1045866.07;2013-12-10T00:00:00
25971689;554782;Praha;538213;Praha 20;94;Praha 9;43770;Horní Poèernice;738034.0;Boídarská;è.p.;2522;2.0;;19300;730235.35;1042479.2;2017-06-22T00:00:00
25971808;554782;Praha;500208;Praha 8;86;Praha 8;490105;Libeò;733199.0;Wichterlova;è.p.;2310;2.0;;18200;739087.37;1039570.02;2023-05-03T00:00:00
25972243;554782;Praha;539724;Praha-Šeberov;43;Praha 4;162132;Šeberov;728799.0;Pleènikova;è.p.;875;;;14900;736982.96;1053889.87;2017-06-24T00:00:00
25977636;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;734063.0;Melodická;è.p.;1380;1.0;;15800;749716.27;1046101.12;2017-07-04T00:00:00
25977661;554782;Praha;539694;Praha 13;51;Praha 5;490172;Stodùlky;734071.0;Harmonická;è.p.;1379;1.0;;15800;749719.71;1046141.75;2017-07-04T00:00:00
25984152;554782;Praha;547310;Praha-Èakovice;94;Praha 9;400769;Tøeboradice;483052.0;U høbitovù;è.p.;239;;;19600;734403.46;1036064.09;2017-06-29T00:00:00
25994948;554782;Praha;539899;Praha-Zlièín;51;Praha 5;490211;Tøebonice;508241.0;Do zahrádek II;è.p.;163;12.0;;15521;752509.8;1045239.11;2019-11-13T00:00:00
25995065;554782;Praha;547042;Praha-Kunratice;43;Praha 4;400262;Kunratice;695661.0;Muškova;è.p.;1405;3.0;;14800;740564.89;1050895.13;2017-06-27T00:00:00
25995154;554782;Praha;547051;Praha-Libuš;43;Praha 4;400254;Libuš;724009.0;Vyšebrodská;è.p.;871;20.0;;14200;741016.66;1051819.54;2017-06-27T00:00:00
25998072;554782;Praha;500224;Praha 10;108;Praha 10;490113;Malešice;464325.0;Poboøská;è.p.;653;1.0;;10800;736720.02;1044194.38;2017-06-30T00:00:00
26000032;554782;Praha;500178;Praha 6;60;Praha 6;400394;Ruzynì;733181.0;Laglerové;è.p.;1075;4.0;;16100;752578.27;1038840.46;2017-06-07T00:00:00
26003538;554782;Praha;538931;Praha 22;108;Praha 10;173428;Uhøínìves;2654261.0;Douchova;è.p.;1282;56.0;a;10400;731715.68;1050730.65;2022-04-26T00:00:00
26003571;554782;Praha;538302;Praha-Klánovice;94;Praha 9;65447;Klánovice;658740.0;Malá Smidarská;è.p.;920;2.0;;19014;724407.48;1044102.06;2022-02-03T00:00:00
26009706;554782;Praha;500143;Praha 5;51;Praha 5;490091;Jinonice;733164.0;U panské zahrady;è.p.;711;1.0;;15800;748025.89;1045977.64;2017-06-29T00:00:00
26009714;554782;Praha;500143;Praha 5;51;Praha 5;490091;Jinonice;733172.0;Hlubocká;è.p.;710;2.0;;15800;748081.61;1045973.43;2017-06-14T00:00:00
26012995;554782;Praha;539864;Praha-Zbraslav;51;Praha 5;400343;Zbraslav;735264.0;Jiøího Mašína;è.p.;1432;;;15600;747120.12;1055628.94;2017-06-27T00:00:00
26013029;554782;Praha;539864;Praha-Zbraslav;51;Praha 5;400343;Zbraslav;735256.0;Jaroslava Švehly;è.p.;1435;;;15600;747058.66;1055640.81;2017-06-27T00:00:00
26013177;554782;Praha;500208;Praha 8;86;Praha 8;400599;Èimice;738000.0;Zajeèická;è.p.;832;1.0;;18400;740736.99;1036952.15;2017-06-28T00:00:00
